"Asset_ID","Canonical_Name","Alias","Operator","Company Type","Status","Total Space (sqft)","Colocation Space (sqft)","Power Capacity (MW)","Acre","street_address","city","state","postal_code","latitude","longitude","estimated_mw","Modified","Created"
"DC-11886","Alpharetta Data Center","Alpharetta Data Center","Lincoln Data Centers",,"[""Operational""]","0","0","0","0","Alpharetta, GA",". .","EE",,"34.0756132","-84.2945518","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11885","Kansas City Data Center - Lincoln Data Centers","Kansas City Data Center - Lincoln Data Centers","Lincoln Data Centers",,"[""Operational""]","0","0","0","0","North Airworld Drive, Kansas City, Misuri","Kansas City","MO",,"39.29344506","-94.67609243","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11884","Oklahoma Data Center - Satokie Mining","Oklahoma Data Center - Satokie Mining","Satokie Mining",,"[""Operational""]","0","0","0","0","Oklahoma City, Oklahoma",". .","EE",,"35.468494","-97.521264","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11883","11756 Borman Dr Data Center","11756 Borman Dr Data Center","Hostirian",,"[""Operational""]","0","0","0","0","11756 Borman Drive, St. Louis","United States","MO",,"38.69455624","-90.43247406","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11882","Chicago Data Center - Total Server Solutions","Chicago Data Center - Total Server Solutions","Total Server Solutions",,"[""Operational""]","0","0","0","0","Chicago, Illinois",". .","EE",,"41.883229","-87.632398","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11881","Kansas City Data Center 02","Kansas City Data Center 02","Wholesale Internet INC.",,"[""Operational""]","14,000","0","0","0","2401 Holly St","Kansas City","MO","64108","39.08386547","-94.59818313","0.9","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11880","SDG2 Data Center","SDG2 Data Center","MDC Data Centers",,"[""Operational""]","0","0","0","0","3180 University Ave","San Diego","CA",,"32.74877208","-117.1255728","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11879","SLC1 Data Center","SLC1 Data Center","teraswitch",,"[""Operational""]","16","10,610","0.5","0","Salt Lake City, UT",". .","EE",,"40.758478","-111.888142","0.5","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11878","Los Angeles Data Center - teraswitch","Los Angeles Data Center - teraswitch","teraswitch",,"[""Operational""]","0","0","0","0","Los Ángeles, California",". .","EE",,"34.052238","-118.243344","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11877","California Data Center - Alchemy","California Data Center - Alchemy","Alchemy Data Centers LLC",,"[""Operational""]","42,500","22,487","1","0","2640 Main Street","Irvine","CA",,"33.68116552","-117.8416709","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11876","Los Angeles 2 Data Center","Los Angeles 2 Data Center","Alchemy Data Centers LLC",,"[""Operational""]","0","0","0","0","1200 West 7th Street","Los Angeles","CA",,"34.04762943","-118.2571179","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11875","SMY2 Data Center","SMY2 Data Center","Coloblox",,"[""Operational""]","21,571","0","0","0","900 Circle 75 Parkway","Atlanta","GA","30339","33.88734957","-84.46785937","1.3","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11874","SMY1 Data Center","SMY1 Data Center","Coloblox",,"[""Operational""]","19,572","0","0","0","1100 Circle 75th Parkway Southeast","Atlanta","GA","30339","33.8898224","-84.4653422","1.2","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11873","Lombard Data Center","Lombard Data Center","CME group",,"[""Operational""]","428,000","0","92","0","Lombard, IL",". .","EE",,"41.87485","-88.019343","92.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11872","DC3 DATA CENTER","DC3 DATA CENTER","CME group",,"[""Operational""]","428,000","0","92","0","Aurora, Illinois",". .","EE",,"41.75527","-88.309507","92.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11871","Chicago data center - CME Group","Chicago data center - CME Group","CME group",,"[""Operational""]","428,000","0","92","0","Chicago, IL",". .","EE",,"41.883229","-87.632398","92.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11870","Fort Lauderdale Data Center - IPXON Networks","Fort Lauderdale Data Center - IPXON Networks","IPXON Networks",,"[""Operational""]","0","0","0","0","Fort Lauderdale, Florida",". .","EE",,"26.1241631","-80.1435862","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11869","IPXON Miami","IPXON Miami","IPXON Networks",,"[""Operational""]","0","0","0","0","Miami, Florida",". .","EE",,"25.775084","-80.194702","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11868","Botetourt Center Industrial Park","Botetourt Center Industrial Park","Google","[""Hyperscale""]","[""Operational""]","0","0","0","0","984 International Pkwy, Daleville","Virginia 24083",,,"37.43960266","-79.91919541","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11867","Stillwater Campus","Stillwater Campus","Google","[""Hyperscale""]","[""Under Construction""]","1,800,000","0","0","400","North Perkins Road & E Richmond Rd, Stillwater","Oklahoma 74075",,,"36.17398502","-97.05182996","301.5","2/19/2026 3:03 PM","2/7/2026 7:25 PM"
"DC-11865","West Memphis Data Center","West Memphis Data Center","Google","[""Hyperscale""]","[""Operational""]","0","0","600","0","Bollinger Rd, West Memphis","Arkansas 72376",,,"35.11702396","-90.21222288","600.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11864","Tennessee Data Center - menlo digital ","Tennessee Data Center - menlo digital","menlo digital",,"[""Operational""]","67,167","0","0","0","425 Duke Street","Nashville","TN",,"36.20698192","-86.75970845","4.1","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11863","Chicago Data Center - menlo digital","Chicago Data Center - menlo digital","menlo digital",,"[""Operational""]","104,000","0","8","0","601 West Polk Street","Chicago","IL",,"41.87160365","-87.64307165","8.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11862","Santa Clara Data Center - menlo digital","Santa Clara Data Center - menlo digital","menlo digital",,"[""Operational""]","124,383","0","0","0","4650 Old Ironsides Drive","Santa Clara","CA",,"37.39758547","-121.9808761","7.6","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11861","Portland Data Center - menlo digital","Portland Data Center - menlo digital","menlo digital",,"[""Operational""]","0","0","0","0","1207-1235 West Burnside Street","Portland","OR",,"45.52329288","-122.6836659","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11860","San Jose Data Center - menlo digital","San Jose Data Center - menlo digital","menlo digital",,"[""Operational""]","0","0","0","0","300 Holger Way","San Jose","CA",,"37.41839128","-121.9465279","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11859","MD-VA2 (Sterling)","MD-VA2 (Sterling)","menlo digital",,"[""Operational""]","0","0","0","0","22275 Pacific Blvd","Sterling","VA",,"38.99980478","-77.44483847","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11858","MD-PHX1 (Phoenix)","MD-PHX1 (Phoenix)","menlo digital",,"[""Operational""]","0","0","257","0","4801 E Thistle Landing Dr","Phoenix","AZ",,"33.31143885","-111.9781516","257.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11857","MD-SV1 (Sunnyvale)","MD-SV1 (Sunnyvale)","menlo digital",,"[""Operational""]","0","0","0","0","888-894 Ross Drive","Sunnyvale","CA",,"37.40086698","-122.033281","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11856","Netrix Alsip","Netrix Alsip","netrix llc",,"[""Operational""]","0","0","0","0","12620 South Holiday Drive","Alsip","IL","60803","41.66291081","-87.74653979","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11855","San Angelo Data Center","San Angelo Data Center","Cloudnium LLC",,"[""Operational""]","286,610","0","6","0","2701 S Johnson St","San Angelo","TX",,"31.43171443","-100.4630979","6.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11854","Port Edwards Data Center","Port Edwards Data Center","Cloudnium LLC",,"[""Operational""]","0","0","0","0","141 Market Avenue","Port Edwards","WI",,"44.34255128","-89.85989913","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11853","Neutron Data Center","Neutron Data Center","M&A Technology Inc.",,"[""Operational""]","0","0","0","0","13616 Neutron Road","Dallas","TX","75244","32.93383172","-96.83448277","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11852","Carrollton Data Center","Carrollton Data Center","M&A Technology Inc.",,"[""Operational""]","0","0","0","0","2045 Chenault Dr","Carrollton","TX","75006","32.96427844","-96.84544211","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11851","Alpha Data Center","Alpha Data Center","M&A Technology Inc.",,"[""Operational""]","0","0","0","0","4407 Alpha Road","Dallas","TX","75244","32.9334356","-96.83448638","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11850","SLC-04 Data Center","SLC-04 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","0","0","6368 W Beagley Rd","West Valley City","UT","84128","40.71568313","-112.043337","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11849","SLC-03 Data Center","SLC-03 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","480,000","0","80","0","3333 West 9000 South","West Jordan","UT","84088","40.58619203","-111.9697178","80.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11848","PHX-07 Data Center","PHX-07 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","0","0","8907 N Reems Rd","Waddell","AZ",,"33.56482303","-112.3866308","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11847","PHX-06 Data Center","PHX-06 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","0","0","2501 S Price Rd","Chandler","AZ","85286","33.2680801","-111.8857441","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11846","PHX-04 Data Center","PHX-04 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","0","0","2501 S Price Rd","Chandler","AZ","85286","33.2680801","-111.8857441","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11845","PDX-01 Data Center","PDX-01 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","480,000","240,000","72","0","NE 30th Ave & NE Evergreen Rd","Hillsboro","OR","97124","45.55114699","-122.948301","72.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11844","ORD-03 Data Center","ORD-03 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","0","0","50 NW Point Blvd","Elk Grove Village","IL","60007","42.03407071","-87.98312588","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11843","NEO-01 Data Center","NEO-01 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","450,000","0","200","0","2509 Hayes Ave","Sandusky","OH","44870","41.42986901","-82.719402","200.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11842","IAD-04 Data Center","IAD-04 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","1,000,000","0","120","0","5601 Manor Woods Road","Frederick","MD","21703","39.33923272","-77.4558704","120.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11841","IAD-03 Data Center","IAD-03 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","430,000","430,000","72","0","22715 Relocation Dr","Sterling","VA","20166","38.98849688","-77.44086042","72.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11840","DFW-04 Data Center - Aligned","DFW-04 Data Center - Aligned","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","425,000","425,000","0","0","401 North Star Road","Plano","TX","75074","33.00477037","-96.65324733","26.3","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11839","DFW-03 Data Center","DFW-03 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","429,600","0","0","0","3801 Britton Rd","Mansfield","TX",,"32.55013854","-97.07449597","26.3","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11838","CMH-02 Data Center","CMH-02 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","0","0","47201 Co Rd 273","Conesville","OH",,"40.18601616","-81.85583279","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11837","ATL-01 Data Center","ATL-01 Data Center","Aligned Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","350,000","150,000","70","0","1551 N River Rd","Lithia Springs","GA","30122","33.72605711","-84.61964089","70.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11836","Manassas MAA (Nova I) Data Center","Manassas MAA (Nova I) Data Center","Vazata",,"[""Operational""]","243,000","100,000","10","0","9651 Hornbaker Road","Manassas","VA",,"38.74715432","-77.53247479","10.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11835","TX21 - San Antonio Data Center","TX21 - San Antonio Data Center","Vantage Data Centers",,"[""Operational""]","360,000","0","0","0","5207 Rogers Rd, San Antonio","Texas 78251",,,"29.47786295","-98.69707577","22.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11834","TX12 - San Antonio Data Center","TX12 - San Antonio Data Center","Vantage Data Centers",,"[""Operational""]","216,399","0","96","0","14720 Omicron Dr, San Antonio","Texas 78245",,,"29.41377524","-98.78695655","96.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11833","TX11 - San Antonio Data Center","TX11 - San Antonio Data Center","Vantage Data Centers",,"[""Operational""]","242,667","0","32","0","14720 Omicron Dr, San Antonio","Texas 78245",,,"29.41377524","-98.78695655","32.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11832","TX22 - San Antonio Data Center","TX22 - San Antonio Data Center","Vantage Data Centers",,"[""Operational""]","214,525","0","0","0","5207 Rogers Rd, San Antonio","Texas 78251",,,"29.47786295","-98.69707577","13.1","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11831","Nevada Data Center Campus","Nevada Data Center Campus","Vantage Data Centers",,"[""Operational""]","0","0","224","0","100-200 Electric Ave, Sparks","Nevada 89437",,,"39.53820853","-119.4420717","224.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11830","OH1 - New Albany Data Center","OH1 - New Albany Data Center","Vantage Data Centers",,"[""Operational""]","500,000","0","96","0","3325 Horizon Court, Johnstown","Ohio 43031",,,"40.1477065","-82.6890145","96.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11829","Westlake Data Center","Westlake Data Center","Vantage Data Centers",,"[""Operational""]","754,220","0","96","0","Plummer Rd SW & Riverside Dr SW","South Fulton","GA",,"33.701461","-84.58237704","96.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11828","College Park Data Center","College Park Data Center","Vantage Data Centers",,"[""Operational""]","500,000","0","96","0","4380 Stacks Rd, College Park","Georgia 30349",,,"33.60631073","-84.53116504","96.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11827","SH1 Data Center","SH1 Data Center","the benaroya company",,"[""Operational""]","80,000","56,605","42.5","0","Puyallup, Washington",". .","EE",,"47.177438","-122.292318","42.5","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11826","West Coast Seattle Data Center","West Coast Seattle Data Center","westelcom networks",,"[""Operational""]","0","0","0","0","Seattle, Washington",". .","EE",,"47.603229","-122.33028","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11825","Los Angeles Data Center - DataHOUSE","Los Angeles Data Center - DataHOUSE","DataHOUSE",,"[""Operational""]","0","0","0","0","Los Ángeles, California",". .","EE",,"34.052238","-118.243344","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11824","Shackelford Data Center - SoftBank","Shackelford Data Center - SoftBank","SoftBank Group Corp",,"[""Operational""]","0","0","0","0","Texas","United States",,,"31.46273305","-99.33305009","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11823","Ohio Data Center - SoftBank","Ohio Data Center - SoftBank","SoftBank Group Corp",,"[""Operational""]","0","0","10","0","Ohio","United States",,,"40.4130568","-82.71121519","10.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11822","New Mexico Data Center","New Mexico Data Center","SoftBank Group Corp",,"[""Operational""]","0","0","500","0","New Mexico","United States",,,"34.42132653","-106.1084038","500.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11821","Milam Data  Center","Milam Data  Center","SoftBank Group Corp",,"[""Operational""]","0","0","10","0","Texas","United States",,,"31.46273305","-99.33305009","10.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11820","Byron Data Center","Byron Data Center","ManagedWay",,"[""Operational""]","0","43,000","4","0","700 76th Street Southwest","Byron Township","MI",,"42.82632106","-85.68172537","4.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11819","Charleston Data Center","Charleston Data Center","Citynet",,"[""Operational""]","0","0","0","0","226 Kanawha Blvd E","Charleston","WV",,"38.35204347","-81.64086413","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11818","Davenport Data Center","Davenport Data Center","South Front Networks",,"[""Operational""]","0","0","0","0","2814 North Clark Street","Davenport","IA",,"41.54867025","-90.62110787","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11817","Austin Data Center - LOGIX","Austin Data Center - LOGIX","LOGIX Fiber Networks",,"[""Operational""]","0","0","0","0","905 East 6th Street","Austin","TX",,"30.26535405","-97.73350733","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11816","Williston Data Center","Williston Data Center","FirstLight","[""Carrier/Mobile/MSO""]","[""Operational""]","20,000","0","0","0","Burlington, Vermont",". .","EE",,"44.4759918","-73.2109954","1.2","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11815","Lebanon Data Center - FirstLight","Lebanon Data Center - FirstLight","FirstLight","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","16 Cavendish Court","Lebanon","NH",,"43.67884015","-72.25879374","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11814","New York City Data Center","New York City Data Center","ColoCrossing",,"[""Operational""]","360,000","0","36.4","0","1 Possumtown Road","Piscataway","NJ",,"40.56435651","-74.49881688","36.4","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11813","One Wilshire Data Center","One Wilshire Data Center","CoreSpace",,"[""Operational""]","173,000","173,000","0","0","624 South Grand Avenue","Los Angeles","CA",,"34.04790132","-118.2555252","10.7","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11812","Dallas Data Center - CoreSpace","Dallas Data Center - CoreSpace","CoreSpace",,"[""Operational""]","30,000","30,000","2.5","0","7505 John W. Carpenter Freeway","Dallas","TX",,"32.80115638","-96.8194645","2.5","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11811","Los Angeles Data Center - CDS Global","Los Angeles Data Center - CDS Global","CDS Global",,"[""Operational""]","0","0","9","0","600 West 7th Street","Los Angeles","CA",,"34.04728487","-118.256859","9.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11810","Herndon Data Center - Aptum Technologies","Herndon Data Center - Aptum Technologies","Aptum Technologies",,"[""Operational""]","21,218","13,009","0.98","0","2350 Corporate Park Dr","Herndon","VA",,"38.95045738","-77.39717352","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11809","SBIN1 / Union Station Data Center","SBIN1 / Union Station Data Center","fifteenfortyseven","[""Carrier Neutral/Real Estate""]","[""Operational""]","75,000","75,000","2.9","0","South Bend, Indiana",". .","EE",,"41.675032","-86.251962","2.9","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11808","PTOR1 (Portland OR) Data center","PTOR1 (Portland OR) Data center","fifteenfortyseven","[""Carrier Neutral/Real Estate""]","[""Operational""]","302,262","81,906","8","0","The Pittock Block, Southwest Washington Street","Portland","OR",,"45.51963111","-122.6749729","8.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11807","McAllen TX | MCTX1 Data Center","McAllen TX | MCTX1 Data Center","fifteenfortyseven","[""Carrier Neutral/Real Estate""]","[""Operational""]","209,000","0","1.5","0","1547 Critical Systems Realty, Freneau Avenue","Matawan","NJ",,"40.397724","-74.236697","1.5","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11806","HAII1 AlohaNAP data center - fifteenfortyseven","HAII1 AlohaNAP data center - fifteenfortyseven","fifteenfortyseven","[""Carrier Neutral/Real Estate""]","[""Operational""]","10,200","8,350","1.5","0","91-340 Farrington Highway","Kapolei","HI",,"21.34052901","-158.0754976","1.5","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11805","Chicago IL | CHIL2 Data Center","Chicago IL | CHIL2 Data Center","fifteenfortyseven","[""Carrier Neutral/Real Estate""]","[""Operational""]","66,000","66,000","8.4","0","725 South Wells Street","Chicago","IL",,"41.87262109","-87.63329944","8.4","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11804","Cheyenne WY | CHWY1","Cheyenne WY | CHWY1","fifteenfortyseven","[""Carrier Neutral/Real Estate""]","[""Operational""]","42,000","42,000","5","0","340 Progress Circle","Cheyenne","WY",,"41.12967182","-104.7414399","5.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11803","ORD01-2 Data Center","ORD01-2 Data Center","Edged",,"[""Operational""]","410,000","0","72","0","2835 Bilter Road","Aurora","IL",,"41.80695986","-88.24099094","72.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11802","ATL01-03 Data Center","ATL01-03 Data Center","Edged",,"[""Operational""]","0","0","42","0","1740 Thomas Street Northwest","Atlanta","GA",,"33.80092889","-84.44232378","42.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11801","ATL01-02 Data Center","ATL01-02 Data Center","Edged",,"[""Operational""]","452,280","181,744","100","0","1760 Thomas Street Northwest","Atlanta","GA",,"33.80092889","-84.44232378","100.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11800","Quincy Data Center - Wacolo","Quincy Data Center - Wacolo","Wacolo (Columbia Colocation)",,"[""Operational""]","0","0","0","0","Grant County, Washington",". .","EE",,"47.20564355","-119.451772","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11799","Bell Canada 130 East Randolph","Bell Canada 130 East Randolph","Bell Canada",,"[""Operational""]","0","0","5","0","130 East Randolph Street","Chicago","IL",,"41.88494751","-87.62313018","5.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11798","Bell Canada CH2","Bell Canada CH2","Bell Canada",,"[""Operational""]","162,000","161,547","10","0","600-780 South Federal Street","Chicago","IL",,"41.87247373","-87.62978047","10.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11797","Bell Canada 250 Marquette Ave S","Bell Canada 250 Marquette Ave S","Bell Canada",,"[""Operational""]","522,656","37,000","4.5","0","250 South Marquette Avenue","Minneapolis","MN","55401","44.98080752","-93.2675384","4.5","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11796","Bell Canada 1545 Clay St","Bell Canada 1545 Clay St","Bell Canada",,"[""Operational""]","0","0","0","0","1545 Clay Street","Detroit","MI","48211","42.37979974","-83.0610767","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11795","East US 3","East US 3","Microsoft","[""Hyperscale""]","[""Operational""]","0","0","0","0","Georgia",". .","EE",,"32.64832455","-83.4445344","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11794","Fargo Data Center - Consolidated Communications","Fargo Data Center - Consolidated Communications","Consolidated Communications Holdings, Inc.",,"[""Operational""]","0","1,700","0","0","3312 42nd Street South suite 100, Fargo","North Dakota 58104",,,"46.83147503","-96.85062313","0.1","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11793","Manchester Data Center","Manchester Data Center","Consolidated Communications Holdings, Inc.",,"[""Operational""]","0","0","0","0","770 Elm Street","Manchester","NH",,"42.98903213","-71.46366567","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11792","Des Moines Data Center - Consolidated Communications","Des Moines Data Center - Consolidated Communications","Consolidated Communications Holdings, Inc.",,"[""Operational""]","500","500","0","0","400 Locust Street suite 190","Des Moines","IA",,"41.58713208","-93.62280452","0.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11791","McClellan Data Center","McClellan Data Center","Consolidated Communications Holdings, Inc.",,"[""Operational""]","0","0","0","0","5115 Arnold Avenue, McClellan Park","Sacramento","CA",,"38.66005427","-121.3854198","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11790","Santa Clara Data Center - TATA","Santa Clara Data Center - TATA","TATA Communications",,"[""Operational""]","0","0","0","0","5201 Great America Parkway","Santa Clara","CA",,"37.4063267","-121.9765368","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11789","New York Data Center - TATA","New York Data Center - TATA","TATA Communications",,"[""Operational""]","0","0","0","0","551 5th Avenue","New York","NY",,"40.75559658","-73.97912703","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11788","Matawan Data Center","Matawan Data Center","TATA Communications",,"[""Operational""]","0","0","0","0","90 Matawan Road","Matawan","NJ",,"40.43139403","-74.24908877","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11787","Herndon Data Center - TATA","Herndon Data Center - TATA","TATA Communications",,"[""Operational""]","0","0","0","0","2355 Dulles Corner Boulevard","Herndon","VA",,"38.95865848","-77.42336236","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11786","Burlingame Data Center","Burlingame Data Center","TATA Communications",,"[""Operational""]","0","0","0","0","700 Airport Blvd.","Burlingame","CA",,"37.59009775","-122.3474352","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11785","Flo Networks ELP01","Flo Networks ELP01","Flõ Networks",,"[""Operational""]","0","0","0","0","500 West Overland Avenue","El Paso","TX","79901","31.75552305","-106.4933196","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11784","Austin I Data Center - Stream","Austin I Data Center - Stream","Stream Data Centers",,"[""Operational""]","158,300","90,000","8.5","0","1300 Park Center Drive","Austin","TX",,"30.34056195","-97.68514603","8.5","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11783","Santa Clara III","Santa Clara III","Stream Data Centers",,"[""Operational""]","21,000","0","0","0","3075 Raymond Street","Santa Clara","CA",,"37.377767","-121.95175","1.3","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11782","Santa Clara IV","Santa Clara IV","Stream Data Centers",,"[""Operational""]","90,780","0","0","0","870 Duane Avenue","Santa Clara","CA",,"37.37759107","-121.9506616","5.6","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
