"Asset_ID","Canonical_Name","Alias","Operator","Company Type","Status","Total Space (sqft)","Colocation Space (sqft)","Power Capacity (MW)","Acre","street_address","city","state","postal_code","latitude","longitude","estimated_mw","Modified","Created"
"DC-11781","Santa Clara V Data Center","Santa Clara V Data Center","Stream Data Centers",,"[""Operational""]","90,780","0","16","0","39800 Eureka Dr","Newark","CA",,"37.509894","-122.002462","16.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11780","DFW V","DFW V","Stream Data Centers",,"[""Operational""]","73,320","30,000","3.6","0","1811 East Renner Road","Richardson","TX",,"32.99789859","-96.68750887","3.6","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11779","DFW VI – Legacy Business Park","DFW VI – Legacy Business Park","Stream Data Centers",,"[""Operational""]","145,000","0","40","0","8375 Dominion Parkway","Plano","TX",,"33.08779354","-96.81515679","40.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11778","DFW VII Data Center","DFW VII Data Center","Stream Data Centers",,"[""Operational""]","138,132","75,000","43","0","1813 Lookout Drive","Garland","TX",,"32.98343386","-96.65490385","43.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11777","NOVA I & II","NOVA I & II","Stream Data Centers",,"[""Operational""]","120,000","80,000","80","0","Centerview Drive","Chantilly","VA",,"38.888687","-77.417493","80.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11776","Chicago CHI1 Data Center","Chicago CHI1 Data Center","DigiCo Infrastructure REIT",,"[""Operational""]","0","0","0","0","Chicago",,"IL",,"41.883229","-87.632398","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11775","Kansas City KCM1 Data Center","Kansas City KCM1 Data Center","DigiCo Infrastructure REIT",,"[""Operational""]","0","0","0","0","Kansas City",,"MO",,"39.099792","-94.578559","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11774","Los Angeles LAX1 Data Center","Los Angeles LAX1 Data Center","DigiCo Infrastructure REIT",,"[""Operational""]","0","0","0","0","Los Angeles",,"CA",,"34.052238","-118.243344","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11773","Los Angeles LAX2 Data Center","Los Angeles LAX2 Data Center","DigiCo Infrastructure REIT",,"[""Operational""]","0","0","0","0","Los Angeles",,"CA",,"34.052238","-118.243344","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11772","Chicago Data Center - H5","Chicago Data Center - H5","H5 Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","185,000","0","18","0","1951 W Hastings St","Chicago","IL",,"41.86404386","-87.67495953","18.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11771","Richmond 3 Data Center","Richmond 3 Data Center","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","240","0","Portugee Road, Sandston, Virginia",". .","EE",,"37.48849891","-77.27028345","240.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11770","Richmond 2 Data Center - QTS","Richmond 2 Data Center - QTS","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","180","0","6030 Technology Boulevard","Sandston","VA",,"37.48839115","-77.23986858","180.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11769","QTS Wisconsin Data Center","QTS Wisconsin Data Center","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","0","0","Madison, Dane County, Wisconsin",". .","EE",,"43.073926","-89.385244","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11768","Hillsboro 2 Data Center","Hillsboro 2 Data Center","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","180","0","4755 Northeast Huffman Street","Hillsboro","OR",,"45.55882767","-122.9297566","180.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11767","Colorado Springs Data Center - QTS","Colorado Springs Data Center - QTS","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","249,958","0","14","0","311 S Rockrimmon Blvd","Colorado Springs","CO",,"38.9181249","-104.8476738","14.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11766","RCH‐2 Iron Mountain Data","RCH‐2 Iron Mountain Data","Iron Mountain Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","200","0","5900 Technology Blvd","Sandston","VA",,"37.47686959","-77.2328247","200.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11765","RCH - 1 - Richmond Data Center","RCH - 1 - Richmond Data Center","Iron Mountain Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","364,860","364,860","48","0","Technology Creek Drive","Sandston","VA","23150","37.494157","-77.23499991","48.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11764","3015 McGehee Data Center","3015 McGehee Data Center","Sparrow Technology Solutions",,"[""Operational""]","2,400","820","0","0","3015 McGehee Rd","Montgomery","AL",,"32.3380833","-86.25850186","0.1","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11763","Garfield Heights Data Center","Garfield Heights Data Center","Crown Castle",,"[""Operational""]","0","0","0","0","15565 Neo Parkway","Garfield Heights","OH",,"41.43043622","-81.5727957","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11762","Syracuse Data Center - Crown Castle","Syracuse Data Center - Crown Castle","Crown Castle",,"[""Operational""]","0","0","0","0","2 S Clinton St","Syracuse","NY",,"43.0502699","-76.15279447","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11761","New York Data Center - Crown Castle","New York Data Center - Crown Castle","Crown Castle",,"[""Operational""]","7,166","7,166","2","0","111 8th Avenue","New York","NY",,"14.55736151","-90.55734399","2.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11760","Rockville Data Center - Crown Castle","Rockville Data Center - Crown Castle","Crown Castle",,"[""Operational""]","0","0","0","0","100 Park Avenue","Rockville","MD",,"39.08096407","-77.14705275","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11759","Tampa Data Center - Crown Castle","Tampa Data Center - Crown Castle","Crown Castle",,"[""Operational""]","0","0","0","0","717 U.S. 301","Tampa","FL",,"27.94334288","-82.35422201","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11758","Pompano Data Center","Pompano Data Center","Crown Castle",,"[""Operational""]","0","0","0","0","2530 North Andrews Avenue Extension","Pompano Beach","FL",,"26.26266099","-80.13864703","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11757","Parkline Boulevard Data Center","Parkline Boulevard Data Center","Crown Castle",,"[""Operational""]","0","0","0","0","8248 Parkline Boulevard","Orlando","FL",,"28.44970736","-81.36129153","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11756","Datacenter, PoP","Datacenter, PoP","Crown Castle",,"[""Operational""]","47,372","0","0","0","2042 Corte Del Nogal suite d","Carlsbad","CA",,"33.12009316","-117.278824","2.9","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11755","Crown Castle Springfield (MA1)","Crown Castle Springfield (MA1)","Crown Castle",,"[""Operational""]","4,235","3,135","0.5","0","1 Federal St, Springfield","Massachusetts 01105",,,"42.10979068","-72.57600675","0.5","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11754","Crown Castle Stamford 2","Crown Castle Stamford 2","Crown Castle",,"[""Operational""]","0","0","0","0","5 Landmark Square, Stamford","Connecticut 06901",,,"41.05472612","-73.53797087","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11753","Crown Castle Los Angeles LA2","Crown Castle Los Angeles LA2","Crown Castle",,"[""Operational""]","6,500","6,500","7.5","0","609 W 7th St","Los Angeles","CA",,"34.04764764","-118.2568795","7.5","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11752","COL5 Data Center","COL5 Data Center","Cologix",,"[""Operational""]","60,000","60,000","25","0","6787 Green Meadows Drive","Lewis Center","OH",,"40.19206082","-83.01080607","25.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11751","DTW-D Metrobloks Data Center","DTW-D Metrobloks Data Center","Metrobloks",,"[""Operational""]","0","0","75","0","27350 11 Street, Detroit, Michigan","United States",,,"42.33030004","-83.06965804","75.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11750","IND-A Metrobloks Data Center","IND-A Metrobloks Data Center","Metrobloks",,"[""Operational""]","0","0","53","0","2505 N Sherman Dr, Indianapolis, Indiana","United States",,,"39.80454615","-86.09910899","53.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11749","PHX-A1 Metrobloks Data Center","PHX-A1 Metrobloks Data Center","Metrobloks",,"[""Operational""]","0","0","16","0","625 East Grant Street","Phoenix","AZ",,"33.44087174","-112.066075","16.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11748","MIA-A1 Metrobloks Data Center","MIA-A1 Metrobloks Data Center","Metrobloks",,"[""Operational""]","110,000","15,200","15.2","0","500 Northwest 137th Avenue","Miami","FL",,"25.77132964","-80.41746445","15.2","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11747","Boston - Waltham Data Center","Boston - Waltham Data Center","Cogent Communications","[""Carrier/Mobile/MSO""]","[""Operational""]","8,400","8,400","0","0","100 5th Avenue","Waltham","MA",,"42.39319062","-71.25567947","0.5","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11746","Phoenix PH4 Data Center","Phoenix PH4 Data Center","NTT Global Data Centers",,"[""Operational""]","127,000","127,000","36","0","10256 East Elliot Road bldg 4","Mesa","AZ",,"33.35568201","-111.613039","36.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11745","VA11 Data Center","VA11 Data Center","NTT Global Data Centers",,"[""Operational""]","300,000","300,000","96","0","7251 Grove Hill Lane","Zion Crossroads","VA",,"38.07852491","-78.2751321","96.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11744","West Covina Data Center","West Covina Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","100 North Citrus Street suite 150","West Covina","CA",,"34.07324476","-117.889511","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11743","Visalia Data Center","Visalia Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","2906 West Main Street","Visalia","CA",,"36.32967099","-119.322479","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11742","Virginia Data Center - Innova Solutions","Virginia Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","8229 Boone Boulevard","Vienna","VA","22182","38.91541847","-77.23105426","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11741","Torrance Data Center","Torrance Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","19191 S Vermont Ave","Torrance","CA","90502","33.85636733","-118.2913688","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11740","Tempe Data Center","Tempe Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","950 West Elliot Road suite 216","Tempe","AZ",,"33.3494613","-111.9533995","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11739","Spokane Data Center - Innova Solutions","Spokane Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","304 West Pacific Avenue suite 210, Spokane","Washington",,,"47.65526407","-117.416824","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11738","Santa Rosa Data Center","Santa Rosa Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","100 Stony Point Road suite 100","Santa Rosa","CA",,"38.44238232","-122.7464081","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11737","Santa Maria Data Center","Santa Maria Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","210 East Enos Drive suite c","Santa Maria","CA",,"34.93391702","-120.435544","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11736","San Diego Data Center - Innova Solutions","San Diego Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","3333 Camino del Rio South suite 110","San Diego","CA",,"32.77569736","-117.1213889","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11735","Sacramento Data Center - Innova Solutions","Sacramento Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","1104 Corporate Way suite 100","Sacramento","CA",,"38.49000637","-121.5159038","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11734","Roseville Data Center","Roseville Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","1544 Eureka Road suite 100","Roseville","CA",,"38.74945364","-121.2515069","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11733","Riverside Data Center","Riverside Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","1650 Iowa Avenue","Riverside","CA",,"33.9960634","-117.3391361","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11732","Raleigh Data Center - Innova Solutions","Raleigh Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","5171 Glenwood Avenue suite 443","Raleigh","NC",,"35.84583074","-78.69040487","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11731","Plano Data Center - Innova Solutions","Plano Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","6111 West Plano Parkway","Plano","TX",,"33.01841519","-96.83367895","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11730","Oxnard Data Center","Oxnard Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","1701 Solar Dr suite 145","Oxnard","CA",,"34.21719376","-119.1453424","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11729","Northridge Data Center","Northridge Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","8550 Balboa Blvd suite 275","Northridge","CA",,"34.225856","-118.501423","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11728","North Carolina Data Center","North Carolina Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","129 W Trade St suite 1225","Charlotte","NC","28202","35.22778411","-80.84418787","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11727","New York Data Center - Innova Solutions","New York Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","1133 Avenue of the Americas suite 1500 & 1515","New York","NY",,"40.75587263","-73.98387965","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11726","New Jersey Data Center - Innova Solutions","New Jersey Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","377 Hoes Lane suite 100","Piscataway","NJ","8854","40.54483551","-74.47335866","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11725","Minnesota Data Center II","Minnesota Data Center II","Innova Solutions",,"[""Operational""]","0","0","0","0","2131 Lindau Lane suite 800","Bloomington","MN","55425","44.85633194","-93.24195314","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11724","Minnesota Data Center I","Minnesota Data Center I","Innova Solutions",,"[""Operational""]","0","0","0","0","421 1st Avenue Southwest","Rochester","MN","55902","44.01836592","-92.46492146","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11723","Irving Data Center - Innova Solutions","Irving Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","8505 Freeport Parkway suite 205","Irving","TX",,"32.92429999","-97.01848097","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11722","Spartanburg Data Center - Lumen","Spartanburg Data Center - Lumen","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","110,661","0","0","0","145 North Church Street","Spartanburg","SC",,"34.95102042","-81.93209855","6.8","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11721","DataBank SLC5 Data Center","DataBank SLC5 Data Center","DataBank",,"[""Operational""]","90,000","50,000","10","0","14926 Pony Express Road","Bluffdale","UT","84065","40.48028215","-111.9055569","10.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11720","DataBank ATL5 Data Center","DataBank ATL5 Data Center","DataBank",,"[""Operational""]","200,000","150,000","48","0","4764 Bakers Ferry Road Southwest","Atlanta","GA",,"33.74393881","-84.54218087","48.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11719","Atlanta Data Center - Innova Solutions","Atlanta Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","HireGenics Inc., 1455 Lincoln Parkway East","Atlanta","GA",,"33.92148516","-84.32824738","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11718","Florida Data Center II","Florida Data Center II","Innova Solutions",,"[""Operational""]","0","0","0","0","The Loft at Midtown, 3615 Bromley Grand Avenue, Tampa","Florida",,,"27.9530148","-82.50202874","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11717","Florida Data Center I","Florida Data Center I","Innova Solutions",,"[""Operational""]","0","0","0","0","5421 Beaumont Center Boulevard suite 685","Tampa","FL","33634","27.99762731","-82.54758103","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11716","Jeffersonville Data Center","Jeffersonville Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","2760 Jefferson Centre Way","Jeffersonville","IN",,"38.324868","-85.71019698","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11715","Colorado Springs Data Center - Innova Solutions","Colorado Springs Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","5625 Delmonico Dr suite 320 office 324","Colorado Springs","CO","80919","38.916061","-104.823698","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11714","Austin Data Center - Innova Solutions","Austin Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","12357a Riata Trace Parkway building 5","Austin","TX",,"30.42711101","-97.74330102","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11713","Fresno Data Center - Innova Solutions","Fresno Data Center - Innova Solutions","Innova Solutions",,"[""Operational""]","0","0","0","0","7330 North Palm Avenue suite 105","Fresno","CA",,"36.84318489","-119.8075137","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11712","Bakersfield Data Center","Bakersfield Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","4560 California Avenue suite 100","Bakersfield","CA",,"35.36733287","-119.0538815","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11711","Carlsbad Data Center","Carlsbad Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","5050 Avenida Encinas suite 100","Carlsbad","CA",,"33.13226364","-117.3289586","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11710","Irvine Data Center","Irvine Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","111 Pacifica suite 110","Irvine","CA",,"33.65982423","-117.754085","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11709","Fremont Data Center","Fremont Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","42840 Christy Street","Fremont","CA",,"37.50884312","-121.9745483","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11708","Costa Mesa Data Center","Costa Mesa Data Center","Innova Solutions",,"[""Operational""]","0","0","0","0","950 South Coast Drive","Costa Mesa","CA",,"33.68994699","-117.897069","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
"DC-11707","Columbia 4 Data Center","Columbia 4 Data Center","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","520 Whaley St","Columbia","SC",,"33.9840782","-81.03760657","1.0","2/7/2026 7:25 PM","2/7/2026 7:25 PM"
